country,installation_id,installation_name,installation_city,account_holder,account_status,permit_id,status,latest_update,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Slovakia,154,"Volkswagen Slovakia, a.s., Bratislava",Bratislava,"VOLKSWAGEN SLOVAKIA, a.s.",open,104-004-2012,Active,2015-02-25 10:53:30,57603,57603,57602,66874,66874,66874,66874,66874,46200 7360***,41346 6586***,55732 8880***,54707 8720***,53670 8560***,52624 8400***,51565 8240***,50501 8079***
Slovakia,155,Výroba tehál - Tehelňa,Vranov nad Topľou,TEHELNE VRANOV s.r.o.,closed,713-002-2009,Permit Revoked,2017-06-30 12:28:17,15000,15000,15000,14790,14790,14790,14790,14790,0,0,0,0,0,0,0,0
Slovakia,156,"Cementáreň Turňa nad Bodvou, CRH (Slovensko), a.s.",Turňa nad Bodvou,CRH (Slovensko) a.s.,open,806-001-2012,Active,2014-01-17 15:44:07,428529,428529,428529,640000,640000,640000,640000,640000,415689,408469,401164,393783,386322,378789,371162,363508
Slovakia,157,"WAY INDUSTRIES, a.s., Kotolňa plynová",Krupina,"WAY INDUSTRIES, a.s.",open,605-001-2017,Permit Revoked,2017-04-11 17:45:30,5137,5137,5137,1706,1706,1706,1706,1706,1362,1339,658,645,1266,1241,1216,1191
Slovakia,158,Výroba tehliarskych výrobkov - závod Boleráz,Boleráz,Wienerberger s.r.o.,open,207-005-2012,Active,2014-01-17 15:44:07,30500,30500,30500,24165,24165,24165,24165,24165,24562,24134,23703,23268,22826,22381,21931,21479
Slovakia,159,Závod Zlaté Moravce,Zlaté Moravce,Wienerberger s.r.o.,open,407-001-2017,Active,2014-01-17 15:44:07,18757,18757,18756,15215,15215,15215,15215,15215,12662,12443,12220,11995,11768,11539,11306,11073
Slovakia,160,Plynová kotolňa,Hlohovec,"Zentiva, a.s.",closed,203-001-2005,Account Closed,2012-05-02 16:07:51,16136,16136,16135,6529,6529,6529,6529,,,,,,,,,
Slovakia,161,Závod ENEVIA,Žiar nad Hronom,"Veolia Utilities Žiar nad Hronom, a.s.",open,613-01-2018,Active,2014-01-17 15:44:08,179471,179471,179471,190642,190642,190642,190642,190642,39865,35199,30996,27244,23993,22029,20120,18271
Slovakia,162,"Zvolenská teplárenská, a.s. (TpA a TpB)",Zvolen,"Zvolenská teplárenská, a.s.",open,611-002-2015,Active,2014-01-17 15:44:08,219182,219182,219182,277879,277879,277879,277879,277879,56903,47714,39430,32023,25461,21387,17593,13934
Slovakia,163,"Železiarne Podbrezová, a.s.",Podbrezová,Železiarne Podbrezová a.s. skrátene ŽP a.s.,open,603-001-2015,Active,2014-01-17 15:44:08,97957,97957,97957,87090,87090,87090,87090,87090,87207,85692,84160,82610,81046,79465,77865,76259
Slovakia,164,Plynová kotolňa,Bratislava Vajnory,"Železničná spoločnosť Cargo Slovakia, a.s.",closed,103-001-2012,Permit Revoked,2015-06-30 14:40:02,5077,5077,5077,2756,2756,2756,2756,2756,2103,1882,0,0,0,0,0,0
Slovakia,165,"Plynová kotolňa, Čierna nad Tisou",Čierna nad Tisou,"Železničná spoločnosť Cargo Slovakia, a.s.",closed,811-001-2005,Account Closed,2009-05-08 09:13:58,1100,1099,1099,,,,,,,,,,,,,
Slovakia,166,"Plynová kotolňa, Prešov",Prešov,"Železničná spoločnosť Cargo Slovakia, a.s.",closed,707-001-2005,Account Closed,2010-12-01 11:06:41,1190,1190,1189,2047,2047,2047,,,,,,,,,,
Slovakia,167,Dvojpaliv.kotol. na zem.plyn naftový a hnedé uhlie,Žilina,"Žilinská teplárenská, a.s.",open,511-03-2016,Active,2014-01-17 15:44:09,260012,260012,260011,321605,321605,321605,321605,321605,121727,101571,83457,67336,53120,40731,32547,25780
Slovakia,168,Kotolňa ŽOS Vrútky a. s.,Vrútky,ŽOS Vrútky a.s.,closed,506-002-2009,Permit Revoked,2009-05-08 09:13:58,23477,23477,23476,14781,14781,14781,14781,14781,,,,,,,,
Slovakia,169,SIDERIT s.r.o. Nižná Slaná,Nižná Slaná,SIDERIT s.r.o. Nižná Slaná,closed,808-001-2006,Account Closed,2011-02-14 16:23:03,5313,63762,63762,301714,,,,,,,,,,,,
Slovakia,170,VEGUM a.s. Dolné Vestenice,Dolné Vestenice,VEGUM a. s.,open,307-004-2018,Permit Revoked,2015-02-25 10:53:21,9626,9626,9626,5333,5333,5333,5333,5333,4553,4243,4838,4749,4659,4568,4476,4384
Slovakia,171,Plynová kotolňa PBH-1,Zvolen,"STEFE Zvolen, s.r.o.",closed,611-004-2012,Permit Revoked,2014-02-19 14:41:54,6225,6225,6225,5825,5825,5825,5825,5825,3610,0,0,0,0,0,0,0
Slovakia,172,"Kotolňa na tuhé palivo, Parná kotolňa",Partizánske,"KVARTET, a.s.",closed,305-003-2015,Permit Revoked,2016-04-19 12:50:43,54967,54967,54967,39292,39292,39292,39292,39292,7421,7044,6675,0,0,0,0,0
Slovakia,173,PRAKOENERG,Prakovce,PRAKOENERG spol. s r.o.,closed,801-002-2005,Account Closed,2009-05-08 09:13:58,3466,3466,3466,,,,,,,,,,,,,
Slovakia,174,Kotolňa na zemný plyn naftový,Čadca,"Vatter Slovakia, a.s.",closed,502-003-2005,Account Closed,2011-02-14 16:26:15,12486,12486,12486,3562,,,,,,,,,,,,
Slovakia,175,FNsP J.A. Reimana plynová kotolňa,Prešov,"Slovenergie SK, a.s.",closed,707-006-2009,Account Closed,2012-05-02 16:09:26,7868,7868,7868,6037,6037,6037,6037,,,,,,,,,
Slovakia,176,"Pezinské tehelne - Paneláreň, a.s.",Pezinok,"Pezinské tehelne - Paneláreň, a.s.",open,107-001-2014,Active,2015-02-25 10:53:21,8098,8098,8098,8946,8946,8946,8946,8946,7183,3529,6932,6804,6675,6545,6413,6281
Slovakia,177,"Výroba keramických výrobkov,Dinas Banská Belá a.s.",Banská Belá,N1243 s.r.o.,closed,602-001-2009,Permit Revoked,2009-05-08 09:13:58,5422,5422,5422,4872,4872,4872,4872,4872,,,,,,,,
Slovakia,178,"Kotolňa - kotol K2, K3 a AVD",Nemecká,"PETROCHEMA, a.s.",closed,603-002-2006,Account Closed,2010-12-01 11:16:01,8599,8599,8599,53756,53756,,,,,,,,,,,
Slovakia,179,Prevádzka na výrobu surového železa alebo ocele,Dubnica nad Váhom,K2 Business s. r. o.,closed,302-004-2008,Permit Revoked,2014-02-19 14:41:54,,,,51671,51671,51671,51671,51671,7813,0,0,0,0,0,0,0
Slovakia,180,ENVIRAL,Leopoldov,"ENVIRAL, a.s.",open,203-003-2018,Active,2014-04-09 11:22:18,,,,94462,94462,94462,94462,94462,61897 5482***,60822 5387***,59734 5291***,58636 5196***,57525 5100***,56402 5005***,55267 4910***,54127 4814***
Slovakia,181,"Knauf Insulation, s.r.o.",Nová Baňa,"Knauf Insulation, s.r.o.",open,612-03-2012,Active,2014-01-17 15:44:11,,,,62956,62956,62956,62956,62956,46628,45818,44999,44171,43334,42489,41633,40775
Slovakia,182,LEVICKÉ MLIEKÁRNE a.s. - Kotolňa na ZPN,Levice,LEVICKÉ MLIEKÁRNE a.s.,open,402-008-2017,Active,2018-04-19 11:40:22,,,,4640,4640,4640,4640,4640,4171,3988,3808,3632,2106,3289,3122,2959
Slovakia,183,kotolňa Sedlište,Púchov,"MESTSKÝ BYTOVÝ PODNIK, s.r.o.",closed,308-002-2012,Permit Revoked,2020-02-05 09:36:37,,,,12038,12038,12038,12038,12038,8764,7843,6947,6078,5237,4421,3633,0
Slovakia,184,Centrálna kotolňa 31,Šaľa,"MeT Šaľa, spol. s r.o.",closed,405-02-2015,Permit Revoked,2016-04-19 12:48:38,,,,6297,6297,6297,6297,6297,4011,3416,3026,0,0,0,0,0
Slovakia,185,"hlavná kotolňa Nemocnice Poprad, a.s.",Poprad,"Nemocnica Poprad, a.s.",closed,706-004-2006,Account Closed,2010-12-01 11:26:37,,,,2448,2448,,,,,,,,,,,
Slovakia,186,Výroba hliníka,Žiar nad Hronom,"Slovalco, a.s.",open,613-11-2018,Active,2014-01-17 15:44:12,,,,32659,32659,32659,32659,32659,266976,262336,257639,252893,248100,243256,238355,233437
Slovakia,187,Petrochémia SPC,Bratislava,"SLOVNAFT, a.s.",open,102-048-2012,Active,2014-01-17 15:44:12,,,,456760,456760,456760,456760,456760,280862,275963,271008,266003,260942,255836,250665,245478
Slovakia,188,"IKEA Industry Slovakia s.r.o., o.z. Malacky Boards",Malacky,"IKEA Industry Slovakia s.r.o., odštepný závod Malacky Boards",open,106-001-2014,Active,2015-11-26 11:11:45,,,,2900,2900,2900,2900,2900,5916,5637 2772***,4406 14695***,3960 12862***,3527 11086***,3105 9369***,2698 7707***,2306 6104***
Slovakia,189,Wienerberger -závod Ružomberok,Ružomberok,Wienerberger s.r.o.,closed,508-004-2007,Account Closed,2012-05-02 16:13:22,,,,16215,16215,16215,16215,,,,,,,,,
Slovakia,190,ŽIAROMAT a.s.,Kalinovo,ŽIAROMAT a.s.,open,607-009-2017,Active,2014-01-17 15:44:12,,,,4694,4694,4694,4694,4694,3609,3547,3484,3419,3354,3290,3223,3156
Slovakia,191,CTZ 7/3,Komárno,"COM-therm, spol. s r.o.",closed,401-003-2005,Account Closed,2010-12-03 08:29:35,,,,900,900,,,,,,,,,,,
Slovakia,192,"VAS, s.r.o.",Žilina,VAS s.r.o.,closed,511-02-2019,Permit Revoked,2020-02-05 09:36:04,,,,6971,6971,6971,6971,6971,4790,4286,3797,3322,2861,2416,1986,0
Slovakia,193,Metsa Tissue Slovakia s.r.o. - Výroba papiera,Žilina,Metsa Tissue Slovakia s.r.o.,open,511-003-2012,Active,2014-01-17 15:44:13,,,,12267,26200,26200,26200,26200,26860,26375,25886,25393,24893,24391,23884,23374
Slovakia,194,"Veolia Energia Levice, a.s. - paroplynový cyklus",Levice,"Veolia Energia Levice, a.s.",open,402-010-2017,Active,2014-01-17 15:44:13,,,,46800,187200,187200,187200,187200,33031,29560,26187,22921,19757,16696,13734,10878
Slovakia,195,"Výroba magnezitového slinku, divízia Bočiar",Jelšava,"SMZ, a.s. Jelšava",open,803-06-2018,Active,2018-04-19 11:40:22,,,,0,16000,16000,16000,16000,13545,13309,13072,12830,9510,12342,12095,11845
Slovakia,196,Tepláreň,Bratislava,"SLOVNAFT, a.s.",open,102-050-2013,Active,2014-01-17 15:44:14,,,,0,0,1150000,1150000,1150000,38599,34441,30488,26675,22980,19403,15943,12613
Slovakia,197,Tehelňa Močarmany,Petrovany,Leier Baustoffe SK s.r.o.,open,707-001-2012,Active,2016-02-18 18:04:07,,,,0,0,52496,37056,37056,3845,7538,3711,7267,7129,6990,6849,6708
Slovakia,198,Tunelová pec na výpal škridiel,Nitrianske Pravno,"TONDACH SLOVENSKO, s.r.o.",closed,307-011-2008,Permit Revoked,2018-02-12 09:03:33,,,,0,0,24624,12312,12312,0,0,0,0,0,0,0,0
Slovakia,199,"SHP Slavošovce, a.s.",Slavošovce,"SHP SLAVOŠOVCE, a.s.",open,808-001-2018,Active,2014-01-17 15:44:14,,,,0,0,18836,9418,9418,5858,5756,5653,5549,5444,5338,5231,5123
Slovakia,200,Plynová kotolňa,Bratislava,Univerzitná nemocnica Bratislava,closed,105-014-2012,Permit Revoked,2015-06-30 14:40:19,,,,0,0,9000,4500,4500,3438,3077,0,0,0,0,0,0
Slovakia,201,Centrálny tepelný zdroj mesta Komárno,Komárno,"COM-therm, spol. s r.o.",closed,401-001-2019,Permit Revoked,2020-02-05 09:34:08,,,,0,0,15000,20000,20000,15202,13605,12052,10549,9093,7684,6321,0
Slovakia,202,DANTE - Špičková elektráreň Panické Dravce,Veľká nad Ipľom,"Stredoslovenská energetika - Project Development, s.r.o.",open,606-004-2017,Active,2011-01-31 09:44:12,,,,0,0,0,0,0,,,,,,,,
Slovakia,203,"SPP Kompresorová stanica, Trakovice",Trakovice,"ZSE Elektrárne, s.r.o.",open,203-001-2014,Active,2012-11-28 17:04:48,,,,0,0,8116,0,999928,,,,,,,,
Slovakia,204,PPC Energy,Bratislava,"PPC Energy, a.s.",open,103-049-2012,Active,2018-04-19 11:40:34,,,,0,0,0,318000,318000,,,,0 4210***,0 45426***,0 40259***,0 35252***,0 30415***
Slovakia,205,Transformovňa Moldava nad Bodvou,Moldava nad Bodvou,"DG-energy, a. s.",open,806-02-2011,Active,2011-12-15 10:36:02,,,,0,0,0,0,0,,,,,,,,
Slovakia,206,Transformorovňa Levice,Levice,"DG-energy, a. s.",open,402-011-2018,Active,2011-12-15 10:37:04,,,,0,0,0,0,0,,,,,,,,
Slovakia,207,Transformovňa Sučany,Sučany,"DG-energy, a. s.",open,506-03-2018,Active,2011-12-15 10:38:02,,,,0,0,0,0,0,,,,,,,,
Slovakia,203669,"SE, a.s., AE Mochovce",Mochovce,"Slovenské elektrárne, a.s.",open,402-001-2019,Active,2014-01-17 15:44:15,,,,,,,,,1362,1219,1080,945,814,687,565,447
Slovakia,203671,Sušiarne poľnohosp. a potravin. produktov - sladu,Hurbanovo,"Heineken Slovensko Sladovne, a.s.",closed,401-004-2012,Permit Revoked,2015-06-30 14:41:12,,,,,,,,,18261,17943,0,0,0,0,0,0
Slovakia,203735,"Energetika (uhoľné kotly K1, K2)",Hencovce,"BUKÓZA ENERGO, a. s.",open,713-03-2017,Active,2017-04-11 17:45:30,,,,,,,,,362376,356071,349765,343460,168578,165425,162272,159120
Slovakia,203784,Minioceliareň v Strážskom,Strážske,Slovenská oceliareň Maxa Aichera s.r.o.,open,807-008-2015,Active,2016-02-18 18:04:02,,,,,,,,,0 64908***,0 74053***,0 43789***,0 14569***,0 14301***,0 14034***,0 13766***,0 13499***
Slovakia,203788,"KYSUCA - Výhrevne č.1 a č.3 , Kysucké Nové Mesto",Kysucké Nové Mesto,KYSUCA s.r.o.,open,504-002-2017,Active,2014-01-17 15:44:16,,,,,,,,,9282,8307,7358,6438,5546,4683,3848,3044
Slovakia,204252,Výrobňa kyseliny dusičnej,Strážske,"Duslo, a.s.",open,807-007-2018,Active,2015-07-14 10:28:26,,,,,,,,,13170,12942 1684***,12711 2465***,12476 2421***,12241 2376***,12001 2332***,11760 2287***,11517 2243***
Slovakia,205067,"Kia Motors Slovakia, Závod na výrobu automobilov",Teplička nad Váhom,Kia Motors Slovakia s.r.o.,open,511-02-2016,Active,2015-02-25 10:53:22,,,,,,,,,22433,20077,27062,26565,26061,25553,25038,24522
Slovakia,205082,"KOVOHUTY, a.s.",Krompachy,"KOVOHUTY, a.s.",open,810-001-2018,Active,2014-01-17 15:44:17,,,,,,,,,27259,26785,26306,25822,25333,24839,24339,23837
Slovakia,205173,FORTISCHEM a.s.,Nováky,"FORTISCHEM a. s. ""pod dočasnou ochranou""",open,307-12-2011,Active,2014-01-17 15:44:17,,,,,,,,,115733,113350,110974,108609,106253,103909,101593,99298
Slovakia,205645,Centrálny areál Gajary - báden,Gajary,NAFTA a.s.,open,106-005-2014,Active,2020-02-21 14:20:15,,,,,,,,,0,0 25001***,0 17434***,0 15260***,0 13154***,0 11116***,0 4572***,0 7242***
Slovakia,205795,Nábehová a rezervná kotolňa (NaRK),Jaslovské Bohunice,"Jadrová a vyraďovacia spoločnosť, a.s.",open,207-004-2016,Active,2018-04-19 11:40:22,,,,,,,,,0,0,0,0,452,0,0,0
Slovakia,206154,"ZTS METALURG, a.s.",Dubnica nad Váhom,"ZTS METALURG, a. s.",open,302-005-2015,Permit Revoked,2020-02-21 14:20:15,,,,,,,,,,,,,0 3875***,0 3995***,0 3919***,0 961***
Slovakia,206184,"OFZ a. s., prevádzka Široká",Oravský Podzámok,"OFZ, a.s.",open,503-03-2019,Active,2019-12-19 14:55:09,,,,,,,,,223001,219128,215208,211248,207247,203205 20645***,199114 30170***,195008 29584***
Slovakia,206195,"BYTES, s.r.o. Detva - Kotolne",Detva,"BYTES, s.r.o.",open,604-003-2014,Active,2014-04-09 11:22:18,,,,,,,,,0 3240***,0 2899***,0 2569***,0 2248***,0 1938***,0 1638***,0 1347***,0 1067***
Slovakia,208904,Ferroenergy s.r.o.,Košice,Ferroenergy s.r.o.,open,803-007-2018,Active,2017-10-11 16:28:02,,,,,,,,,,,,,,31839,30396,28985
Slovakia,212700,Výrobňa formalínu Fd IV a spaľovňa odplynu,Strážske,"DIAKOL STRÁŽSKE, s.r.o.",open,807-009-2019,Active,2020-12-18 17:01:31,,,,,,,,,,,,,,,0 884***,0 8207***
Slovenia,1,"Energetika Ljubljana, d.o.o.",Ljubljana,"ENERGETIKA LJUBLJANA, D.O.O.",open,SI-35433-67-2004,Active,2018-04-19 16:10:07,48845,46888,44930,52263,52263,52263,52263,52263,27776,25404,23098,13391,12251,16586,14547,12576
Slovenia,2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,Maribor,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,open,SI-35433-31-2004,Active,2017-04-11 16:31:22,33100,32021,30943,30595,30595,30595,30595,30595,13655,12220,5413,4738,8168,6902,5677,4497
Slovenia,3,TEB d.o.o. Brestanica,Brestanica,TEB D.O.O. BRESTANICA,open,SI-35433-62-2004,Active,2009-05-08 09:13:58,86320,82878,79436,65200,65200,65200,65200,65200,,,,,,,,
Slovenia,4,Termoelektrarna Šoštanj d.o.o.,Šoštanj,TERMOELEKTRARNA ŠOŠTANJ D.O.O.,open,SI-35433-54-2004,Active,2014-02-20 13:55:12,4740366,4465271,4190176,4300824,4300824,4300824,4300824,4300824,132157,110006,90334,73070,58102,45335,37967,32042
Slovenia,5,"TE-TOL, D.O.O.",Ljubljana,"ENERGETIKA LJUBLJANA, d.o.o.",open,SI-35433-61-2004,Active,2014-02-20 13:55:12,836237,802940,769642,769556,769556,769556,769556,769556,296268,251596,211208,175009,147906,127310,107370,88133
Slovenia,6,"TET, d.o.o.",Trbovlje,HSE Energetska družba Trbovlje d.o.o.,open,SI-35433-40-2004,Active,2009-05-08 09:13:58,743260,713675,684089,681420,681420,681420,681420,681420,,,,,,,,
Slovenia,7,"Acroni, d.o.o.",Jesenice,SIJ ACRONI D.O.O.,open,SI-35433-23-2004,Active,2014-02-20 13:55:13,87055,83568,80081,91386,91386,91386,91386,91386,99172,97449,95706,93945,92165,90367,88548,86723
Slovenia,8,Metal Ravne d.o.o.,Ravne na Koroškem,SIJ METAL RAVNE d.o.o.,open,SI-35433-82-2004,Active,2014-02-20 13:55:13,58392,55649,52905,55216,55216,55216,55216,55216,56035,55061,54076,53082,52076,51061,50032,49000
Slovenia,9,ŠTORE STEEL D.O.O.,Štore,ŠTORE STEEL D.O.O.,open,SI-35433-24-2004,Active,2014-02-20 13:55:13,29288,28206,27124,28319,28319,28319,28319,28319,31225,30683,30135,29580,29020,28454,27881,27306
Slovenia,10,"Salonit Anhovo, d.d.",Deskle,"SALONIT ANHOVO, D.D.",open,SI-35433-41-2004,Active,2017-04-11 16:31:23,487039,478567,470095,423819,423819,437819,437819,437819,610399,599786,589050,578200,566674,555624,544436,533209
Slovenia,11,"Lafarge Cement, d.o.o.",Trbovlje,"LAFARGE CEMENT, D.O.O",open,SI-35433-29-2004,Active,2016-02-18 18:06:13,313852,308105,302359,306597,306597,306597,306597,306597,72758,284787,140042,383,376,369,361,354
Slovenia,12,"Steklarna Rogaška, d.d.",Rogaška Slatina,STEKLARNA ROGAŠKA D.O.O.,open,SI-35433-88-2004,Active,2017-04-11 16:31:23,20634,19593,18552,13156,13156,13156,13156,13156,11976,11768,11558,11345,5894,5779,5662,5547
Slovenia,13,Goriške opekarne d.d.,Renče,GORIŠKE OPEKARNE d.o.o.,open,SI-35433-38-2004,Active,2009-05-08 09:13:58,22046,21181,20316,18113,18113,18113,18113,18113,,,,,,,,
Slovenia,14,"SIA, d.o.o.",Solkan,"SOLKANSKA INDUSTRIJA APNA, d.o.o.",closed,SI-35433-32-2004,Permit Revoked,2009-05-08 09:13:58,59792,58981,58170,47386,47386,47386,47386,47386,,,,,,,,
Slovenia,15,"IGM Zagorje, d.o.o.",Zagorje ob Savi,"IGM ZAGORJE, D.O.O.",open,SI-35433-75-2004,Active,2014-02-20 13:55:14,52752,52087,51421,81056,81056,81056,81056,81056,102981,101191,99382,97553,95704,93839,91949,90053
Slovenia,16,Opekarna Pragersko d.d.,Pragersko,OPEKARNA PRAGERSKO D.D.,closed,SI-35433-60-2004,Permit Revoked,2009-05-08 09:13:58,9894,9446,8998,6100,6100,6100,6100,6100,,,,,,,,
Slovenia,17,IAK d.o.o.,Kresnice,IAK D.O.O.,open,SI-35433-53-2004,Active,2009-05-08 09:13:58,34426,33999,33572,20629,20629,20629,20629,20629,,,,,,,,
Slovenia,18,Martex d.o.o.,Volčja Draga,"MARTEX, D.O.O.",closed,SI-35433-36-2004,Permit Revoked,2015-06-09 10:11:07,13777,13086,12395,16262,16262,16262,16262,16262,144,140,0,0,0,0,0,0
Slovenia,19,Weinerberger d.d.,Ormož,"WIENERBERGER, d.o.o.",open,SI-35433-63-2004,Active,2014-08-06 12:04:56,12306,11781,11257,11300,11300,11300,11300,11300,12564,12347,12126,11902,11677,11449,11219,10988
Slovenia,20,"URSA Slovenija, d.o.o.",Novo mesto,"URSA SLOVENIJA, D.O.O.",open,SI-35433-30-2004,Active,2009-05-08 09:13:58,18170,17458,16746,17024,17024,17024,17024,17024,,,,,,,,
Slovenia,21,Ljubecna Klinker d.o.o.,Ljubečna,STC d.o.o.,closed,SI-35433-72-2004,Permit Revoked,2009-05-08 09:13:58,6486,6158,5829,4551,4551,,,,,,,,,,,
Slovenia,22,Tondach Slovenija d.o.o.,Križevci pri Ljutomeru,WIENERBERGER d.o.o.,open,SI-35433-15-2004,Active,2009-05-08 09:13:58,9437,8987,8537,7208,7208,7208,7208,7208,,,,,,,,
Slovenia,23,ETI d.d. (Izlake),Izlake,ETI D.D.,closed,SI-35433-27-2004,Permit Revoked,2009-05-08 09:13:58,4051,3841,3631,3661,3661,3661,3661,3661,,,,,,,,
Slovenia,24,Opekarna Novo mesto d.o.o.,Novo mesto,OPEKARNA NOVO MESTO D.O.O.,closed,SI-35433-73-2004,Account Closed,2009-05-08 09:13:58,3968,3792,3616,,,,,,,,,,,,,
Slovenia,25,"Steklarna Hrastnik-Vitrum, d.o.o.",Hrastnik,STEKLARNA HRASTNIK D.O.O.,open,SI-35433-45-2004,Active,2014-02-20 13:55:15,33955,32492,31029,37012,37012,37012,37012,37012,28400,27907,27409,26904,26394,25879,25358,24835
Slovenia,26,Vipap Videm Krško d.d.,Krško,"VIPAP VIDEM KRŠKO, D.D.",open,SI-35433-89-2004,Active,2014-02-20 13:55:15,261734,248142,234551,172697,172697,172697,172697,172697,73065,71771,70465,69143,67809,66464,65104,63739
Slovenia,27,"Količevo karton, d.o.o.",Domžale,"KOLIČEVO KARTON, D.O.O.",open,SI-35433-4-2004,Active,2014-02-20 13:55:15,73700,69873,66046,68969,68969,68969,68969,68969,70802,69570,68326,67069,65799,64515,63217,61912
Slovenia,28,Papirnica Vevce d.o.o.,Ljubljana,PAPIRNICA VEVČE PROIZVODNJA d.o.o.,open,SI-35433-42-2004,Active,2014-02-20 13:55:16,63230,59947,56663,56387,56387,56387,56387,56387,38260,37574,36882,36183,35480,34769,34050,33329
Slovenia,29,Paloma d.d.,Sladki Vrh,PALOMA D.D.,open,SI-35433-76-2004,Active,2014-02-20 13:55:16,41475,39322,37168,38072,38072,38072,38072,38072,23601,23155,22705,22251,21796,21338,20875,20413
Slovenia,30,Goricane d.d.,Medvode,GORIČANE D.D. MEDVODE,open,SI-35433-22-2004,Active,2014-02-20 13:55:16,38575,36572,34569,32834,32834,32834,32834,32834,27135,26664,26187,25705,25219,24727,24229,23729
Slovenia,31,"Radece papir, d.o.o.",Radeče,"RADEČE PAPIR NOVA, d.o.o.",open,SI-35433-26-2004,Active,2015-04-22 10:38:59,35564,33718,31871,34868,34868,34868,34868,34868,1838,1806,14949,14674,14396,14116,13831,13547
Slovenia,32,Lepenka d.d. Tržic,Tržič,LEPENKA TRGOVINA d.o.o.,closed,SI-35433-55-2004,Permit Revoked,2020-07-17 09:50:35,4900,4645,4391,3380,3380,3380,3380,3380,2690,2643,2595,1435,1408,1380,1353,0
Slovenia,33,"Paloma d.d., Ceršak",Ceršak,"PALOMA D.D., Ceršak",closed,SI-35433-59-2004,Permit Revoked,2009-05-08 09:13:58,3217,3050,2883,834,834,834,834,834,,,,,,,,
Slovenia,34,"Paloma Prevalje, d.d.",Prevalje,PALOMA PREVALJE D.D.,closed,SI-35433-83-2004,Account Closed,2012-02-17 11:09:48,2696,2556,2416,2802,2802,2802,,,,,,,,,,
Slovenia,35,"Aquasava, d.o.o., Kranj",Kranj,"AQUASAVA, D.O.O. KRANJ",closed,SI-35433-16-2004,Permit Revoked,2009-05-08 09:13:58,15117,14332,13547,8448,8448,,,,,,,,,,,
Slovenia,36,"Belinka Perkemija, d.o.o.",Ljubljana-Črnuče,"BELINKA PERKEMIJA, D.O.O.",open,SI-35433-2-2004,Active,2014-02-20 13:55:17,19156,18161,17166,17528,17528,17528,17528,17528,19771,19428,19080,18729,18374,18016,17653,17289
Slovenia,37,"BPT Tržic, d.d.",Tržič,"BPT TRŽIČ, D.D.",closed,SI-35433-39-2004,Account Closed,2009-05-08 09:13:58,3125,2963,2800,,,,,,,,,,,,,
Slovenia,38,CGP d.d.,Leskovec pri Krškem,"CGP, D.D.",open,SI-35433-92-2004,Active,2009-05-08 09:13:58,4393,4165,3937,2899,2899,2899,2899,2899,,,,,,,,
Slovenia,39,"Cinkarna Celje, d.d.",Celje,"CINKARNA CELJE, D.D.",open,SI-35433-81-2004,Active,2014-02-20 13:55:17,32252,30577,28903,31944,31944,31944,31944,31944,55150,54192,53223,52244,51254,50255,49243,48227
Slovenia,40,"CM Celje, d.d.",Žalec,REMONT NG d.o.o.,open,SI-35433-25-2004,Active,2009-05-08 09:13:58,3444,3265,3086,2588,2588,2588,2588,2588,,,,,,,,
Slovenia,41,"Domplan, d.d.",Kranj,"DOMPLAN, D.D.",open,SI-35433-84-2004,Active,2014-04-09 17:36:18,14890,14117,13344,13557,13557,13557,13557,13557,9924,4128,3500,3062,2638,2228,1831,1448
Slovenia,42,Donit Tesnit d.o.o.,Medvode,Donit Tesnit d.o.o.,open,SI-35433-17-2004,Active,2009-05-08 09:13:58,5538,5250,4962,2063,2063,2063,2063,2063,,,,,,,,
Slovenia,43,Elan d.o.o.,Begunje na Gorenjskem,ELAN D.O.O.,open,SI-35433-49-2004,Active,2009-05-08 09:13:58,4257,4036,3815,3532,3532,3532,3532,3532,,,,,,,,
Slovenia,44,"Energetika Celje javno podjetje, d.o.o.",Celje,"ENERGETIKA CELJE, D.O.O.",open,SI-35433-79-2004,Active,2015-04-22 10:39:00,17014,16131,15247,12563,12563,12563,12563,12563,9855,2205,0,0,0,0,0,0
Slovenia,45,"ENOS - Energetika, d.o.o., Jesenice",Jesenice,"ENOS,d.d.",open,SI-35433-74-2004,Active,2014-02-20 13:55:18,49727,47144,44562,31997,32259,37624,37624,38717,11226,10046,8899,7790,6715,5674,4667,3697
Slovenia,46,Fructal d.d.,Ajdovščina,FRUCTAL d.o.o.,open,SI-35433-46-2004,Active,2009-05-08 09:13:58,8196,7771,7345,5983,5983,5983,5983,5983,,,,,,,,
Slovenia,47,Gorenjska predilnica d.d.,Škofja Loka,"GORENJSKA PREDILNICA, D.D.",open,SI-35433-66-2004,Active,2019-02-26 10:07:34,3975,3769,3562,2698,2698,2698,2698,2698,2753,2693,2633,2572,2512,1389,2391,2331
Slovenia,48,Impol d.o.o.,Slovenska Bistrica,IMPOL d.o.o.,open,SI-35433-69-2004,Active,2018-04-19 16:09:55,21290,20185,19079,23710,23710,23925,24367,24367,25985,25429,24871,24312 524***,23753 6055***,23192 5942***,22629 5829***,22069 5715***
